Date,Symbol,Signal,Entry_Price,Next_Day_Close,PnL_%,Result
2025-11-11,INDIGO,BUY,5721.0,5795.5,1.3,WIN ✅
2025-11-11,INDUSINDBK,BUY,820.5,864.4000244140625,5.35,WIN ✅
2025-11-11,IOC,BUY,173.16000366210938,172.3000030517578,-0.5,LOSS ❌
2025-11-11,NATIONALUM,BUY,265.30999755859375,266.95001220703125,0.62,WIN ✅
2025-11-11,PERSISTENT,BUY,5988.5,6134.5,2.44,WIN ✅
2025-11-11,POWERINDIA,BUY,21766.0,22018.0,1.16,WIN ✅
2025-11-11,SOLARINDS,BUY,13777.0,14084.0,2.23,WIN ✅
2025-11-11,VOLTAS,SELL,1309.9000244140625,1337.5999755859375,-2.11,LOSS ❌
2025-11-11,BAJAJ-AUTO,BUY,8942.0,8868.0,-0.83,LOSS ❌
2025-11-11,BHARATFORG,BUY,1365.9000244140625,1389.199951171875,1.71,WIN ✅
2025-11-11,LTF,SELL,294.25,294.8999938964844,-0.22,LOSS ❌
2025-11-11,MOTHERSON,BUY,104.62999725341795,105.91999816894531,1.23,WIN ✅
2025-11-11,JSWSTEEL,BUY,1200.800048828125,1181.800048828125,-1.58,LOSS ❌
2025-11-11,SWIGGY,BUY,394.25,395.75,0.38,WIN ✅
2025-11-11,ADANIPORTS,BUY,1473.5999755859375,1506.9000244140625,2.26,WIN ✅
2025-11-11,ETERNAL,BUY,307.1000061035156,308.79998779296875,0.55,WIN ✅
2025-11-11,M&M,BUY,3730.39990234375,3754.300048828125,0.64,WIN ✅
2025-11-11,KPITTECH,BUY,1215.0,1244.300048828125,2.41,WIN ✅
2025-11-11,VBL,BUY,472.3999938964844,459.29998779296875,-2.77,LOSS ❌
2025-11-11,MUTHOOTFIN,BUY,3389.5,3324.89990234375,-1.91,LOSS ❌
2025-11-11,HCLTECH,BUY,1570.0999755859375,1594.0,1.52,WIN ✅
2025-11-11,DIXON,BUY,15146.0,15307.0,1.06,WIN ✅
2025-11-11,MAZDOCK,BUY,2754.89990234375,2757.699951171875,0.1,WIN ✅
2025-11-11,TORNTPOWER,BUY,1338.5999755859375,1292.800048828125,-3.42,LOSS ❌
2025-11-12,ADANIENSOL,BUY,1008.2000122070312,1021.4000244140625,1.31,WIN ✅
2025-11-12,ADANIENT,BUY,2502.0,2488.199951171875,-0.55,LOSS ❌
2025-11-12,ADANIGREEN,BUY,1082.800048828125,1076.800048828125,-0.55,LOSS ❌
2025-11-12,ADANIPORTS,BUY,1503.0,1499.0,-0.27,LOSS ❌
2025-11-12,ALKEM,BUY,5808.0,5725.5,-1.42,LOSS ❌
2025-11-12,ATGL,BUY,627.9500122070312,619.2999877929688,-1.38,LOSS ❌
2025-11-12,CANBK,BUY,143.5500030517578,143.4499969482422,-0.07,LOSS ❌
2025-11-12,FORTIS,SELL,960.2000122070312,953.0,0.75,WIN ✅
2025-11-12,GLENMARK,BUY,1856.0,1880.5999755859375,1.33,WIN ✅
2025-11-12,INDUSINDBK,BUY,849.2999877929688,863.4500122070312,1.67,WIN ✅
2025-11-12,MUTHOOTFIN,SELL,3311.0,3393.10009765625,-2.48,LOSS ❌
2025-11-12,SOLARINDS,BUY,14168.0,13759.0,-2.89,LOSS ❌
2025-11-12,TATAELXSI,BUY,5426.0,5307.5,-2.18,LOSS ❌
2025-11-12,TATATECH,BUY,699.4000244140625,686.0,-1.92,LOSS ❌
2025-11-12,TCS,BUY,3107.0,3105.699951171875,-0.04,LOSS ❌
2025-11-12,TECHM,BUY,1443.4000244140625,1451.4000244140625,0.55,WIN ✅
2025-11-12,UPL,BUY,766.2000122070312,758.1500244140625,-1.05,LOSS ❌
2025-11-12,VBL,SELL,461.7999877929687,453.0,1.91,WIN ✅
2025-11-12,VOLTAS,BUY,1327.5,1336.9000244140625,0.71,WIN ✅
2025-11-12,ZYDUSLIFE,BUY,956.3499755859376,944.1500244140625,-1.28,LOSS ❌
2025-11-12,KPITTECH,BUY,1236.4000244140625,1238.699951171875,0.19,WIN ✅
2025-11-12,PREMIERENE,BUY,1046.5,1061.199951171875,1.4,WIN ✅
2025-11-12,OFSS,BUY,8392.0,8303.5,-1.05,LOSS ❌
2025-11-12,CONCOR,BUY,533.2000122070312,523.9000244140625,-1.74,LOSS ❌
2025-11-12,MAXHEALTH,SELL,1075.4000244140625,1098.0,-2.1,LOSS ❌
2025-11-12,ASTRAL,BUY,1584.5999755859375,1550.5999755859375,-2.15,LOSS ❌
2025-11-12,M&MFIN,SELL,312.0,309.8500061035156,0.69,WIN ✅
2025-11-12,WAAREEENER,BUY,3382.199951171875,3335.5,-1.38,LOSS ❌
2025-11-12,BIOCON,BUY,393.8500061035156,417.0,5.88,WIN ✅
2025-11-12,LTIM,BUY,5885.0,5847.0,-0.65,LOSS ❌
2025-11-12,PERSISTENT,BUY,6142.5,6137.0,-0.09,LOSS ❌
2025-11-12,RELIANCE,BUY,1520.4000244140625,1510.9000244140625,-0.62,LOSS ❌
2025-11-12,HYUNDAI,BUY,2398.699951171875,2415.199951171875,0.69,WIN ✅
2025-11-12,MFSL,BUY,1710.9000244140625,1707.4000244140625,-0.2,LOSS ❌
2025-11-12,HINDALCO,BUY,808.5499877929688,811.9500122070312,0.42,WIN ✅
2025-11-12,IDEA,BUY,10.4399995803833,10.470000267028809,0.29,WIN ✅
2025-11-12,PRESTIGE,SELL,1723.4000244140625,1755.199951171875,-1.85,LOSS ❌
2025-11-12,AMBUJACEM,BUY,567.9000244140625,559.3499755859375,-1.51,LOSS ❌
2025-11-12,BAJAJFINSV,BUY,2031.4000244140625,2056.199951171875,1.22,WIN ✅
2025-11-12,HCLTECH,BUY,1599.0,1598.5,-0.03,LOSS ❌
2025-11-12,HDFCLIFE,BUY,778.4500122070312,782.2000122070312,0.48,WIN ✅
2025-11-12,HEROMOTOCO,BUY,5527.5,5508.5,-0.34,LOSS ❌
2025-11-12,INDUSTOWER,BUY,408.6499938964844,407.8500061035156,-0.2,LOSS ❌
2025-11-12,LUPIN,BUY,2015.5999755859375,2052.89990234375,1.85,WIN ✅
2025-11-12,MANKIND,BUY,2261.0,2257.0,-0.18,LOSS ❌
2025-11-12,PAYTM,SELL,1308.300048828125,1307.5,0.06,WIN ✅
2025-11-12,GODREJPROP,BUY,2201.10009765625,2206.10009765625,0.23,WIN ✅
2025-11-12,DRREDDY,BUY,1234.5,1234.9000244140625,0.03,WIN ✅
2025-11-12,PIIND,SELL,3588.199951171875,3572.5,0.44,WIN ✅
