symbol,open,high,low,close,signal
BHARTIARTL,2079.0,2082.0,2064.199951171875,2068.199951171875,HOLD
BHARTIHEXA,1895.0,1895.0,1871.0,1882.5999755859375,HOLD
BHEL,249.41000366210938,251.0,246.8000030517578,249.6699981689453,HOLD
BIOCON,374.75,380.1499938964844,372.6000061035156,375.04998779296875,HOLD
BLUESTARCO,1965.0,1967.0,1947.0,1949.0,HOLD
BOSCHLTD,37380.0,37435.0,37200.0,37300.0,HOLD
BPCL,349.6499938964844,349.6499938964844,345.54998779296875,348.20001220703125,HOLD
BRITANNIA,5850.0,5850.0,5800.0,5808.5,HOLD
BSE,2455.0,2461.699951171875,2441.5,2460.800048828125,HOLD
CANBK,129.3699951171875,129.60000610351562,128.63999938964844,128.75999450683594,HOLD
CGPOWER,752.0,752.6500244140625,730.0,742.3499755859375,HOLD
CHOLAFIN,1711.9000244140625,1720.0,1711.0,1719.300048828125,HOLD
CIPLA,1587.0,1587.0,1566.0999755859375,1568.699951171875,HOLD
COALINDIA,382.25,383.0,379.5,382.95001220703125,HOLD
COCHINSHIP,1804.5,1804.699951171875,1790.5999755859375,1795.800048828125,HOLD
COFORGE,1809.5,1812.5,1801.5,1804.5,HOLD
COLPAL,2268.0,2268.5,2252.5,2253.699951171875,HOLD
CONCOR,557.0,557.0,553.5499877929688,554.5999755859375,HOLD
COROMANDEL,2260.0,2272.60009765625,2244.60009765625,2257.5,HOLD
CUMMINSIND,4357.0,4357.0,4321.0,4325.7998046875,HOLD
DABUR,511.5,511.5,504.75,505.29998779296875,HOLD
DIVISLAB,6544.5,6585.5,6539.0,6562.0,HOLD
DIXON,15565.0,15600.0,15495.0,15562.0,HOLD
DLF,780.7999877929688,784.1500244140625,779.0,779.1500244140625,HOLD
DMART,4229.39990234375,4229.39990234375,4210.0,4213.89990234375,HOLD
DRREDDY,1189.5,1200.4000244140625,1182.4000244140625,1191.300048828125,HOLD
EICHERMOT,6969.5,6988.5,6943.5,6971.5,HOLD
ENRIN,3138.199951171875,3152.0,3125.0,3141.199951171875,HOLD
ETERNAL,326.54998779296875,332.25,326.54998779296875,330.6499938964844,HOLD
EXIDEIND,385.1499938964844,385.1499938964844,382.54998779296875,383.6000061035156,HOLD
FEDERALBNK,235.25,235.39999389648438,234.5,235.2899932861328,HOLD
FORTIS,1051.9000244140625,1055.5999755859375,1050.0,1052.4000244140625,HOLD
GAIL,185.5399932861328,185.5399932861328,182.85000610351562,183.1999969482422,HOLD
GLENMARK,1850.5,1852.9000244140625,1830.5999755859375,1833.5,HOLD
GMRAIRPORT,93.20999908447266,95.0999984741211,93.20999908447266,95.0999984741211,HOLD
GODFRYPHLP,3170.89990234375,3170.89990234375,3144.89990234375,3165.89990234375,HOLD
GODREJCP,1109.0,1109.0,1103.5,1104.4000244140625,HOLD
GODREJPROP,2300.0,2311.300048828125,2288.800048828125,2289.0,HOLD
GRASIM,2960.0,2960.0,2935.0,2935.300048828125,HOLD
HAL,4694.0,4694.0,4658.0,4667.0,HOLD
HAVELLS,1513.9000244140625,1513.9000244140625,1503.699951171875,1503.699951171875,HOLD
HCLTECH,1557.300048828125,1557.5999755859375,1547.199951171875,1549.5,HOLD
HDFCAMC,5405.5,5418.5,5352.0,5374.0,HOLD
HDFCBANK,1002.9000244140625,1006.0999755859375,1002.9000244140625,1004.2000122070312,HOLD
HDFCLIFE,760.3499755859375,760.3499755859375,753.1500244140625,753.25,HOLD
HEROMOTOCO,5565.0,5576.0,5531.0,5555.5,HOLD
HINDALCO,853.25,855.0999755859375,850.4500122070312,853.7999877929688,HOLD
HINDPETRO,475.3999938964844,475.3999938964844,465.0,471.6499938964844,HOLD
HINDUNILVR,2494.89990234375,2494.89990234375,2478.5,2483.89990234375,HOLD
HINDZINC,481.79998779296875,481.79998779296875,478.0,479.6499938964844,HOLD
HUDCO,235.5399932861328,236.17999267578125,234.0500030517578,235.0,HOLD
HYUNDAI,2361.0,2408.800048828125,2361.0,2397.89990234375,HOLD
ICICIBANK,1364.0,1370.0,1364.0,1368.5999755859375,HOLD
ICICIGI,2024.5,2032.0,2017.5999755859375,2023.199951171875,HOLD
IDEA,9.239999771118164,9.239999771118164,8.829999923706055,8.859999656677246,HOLD
IDFCFIRSTB,79.3499984741211,79.8499984741211,79.22000122070312,79.3499984741211,HOLD
IGL,211.5500030517578,211.9199981689453,210.11000061035156,211.05999755859375,HOLD
INDHOTEL,746.2000122070312,751.8499755859375,745.2999877929688,750.5,HOLD
INDIANB,858.2999877929688,859.5,852.6500244140625,854.1500244140625,HOLD
INDIGO,5825.0,5840.0,5796.5,5828.5,HOLD
INDUSINDBK,800.0499877929688,807.4500122070312,800.0499877929688,807.0,HOLD
INDUSTOWER,378.0,378.0,368.5,371.54998779296875,HOLD
INFY,1506.699951171875,1507.0999755859375,1500.5,1502.300048828125,HOLD
IOC,163.08999633789062,163.66000366210938,162.36000061035156,163.27999877929688,HOLD
IRB,44.84000015258789,44.970001220703125,44.79999923706055,44.849998474121094,HOLD
IRCTC,730.6500244140625,732.9500122070312,727.9500122070312,732.4000244140625,HOLD
IREDA,155.89999389648438,156.66000366210938,154.86000061035156,155.5,HOLD
IRFC,124.83000183105469,126.25,124.80999755859375,125.25,HOLD
ITC,421.25,421.25,416.20001220703125,418.8500061035156,HOLD
ITCHOTELS,219.0,219.25,218.35000610351562,219.1199951171875,HOLD
JINDALSTEL,1071.5,1071.5,1062.0,1062.5,HOLD
JIOFIN,310.1499938964844,311.5,309.70001220703125,311.0,HOLD
JSWENERGY,536.6500244140625,536.6500244140625,532.2999877929688,533.0,HOLD
JSWSTEEL,1209.800048828125,1209.800048828125,1201.5,1203.0999755859375,HOLD
JUBLFOOD,612.4000244140625,612.9000244140625,609.1500244140625,609.75,HOLD
KALYANKJIL,510.95001220703125,512.9500122070312,508.54998779296875,509.6000061035156,HOLD
KEI,4097.0,4103.89990234375,4085.300048828125,4093.0,HOLD
KOTAKBANK,2149.89990234375,2150.199951171875,2138.0,2144.60009765625,HOLD
KPITTECH,1195.9000244140625,1195.9000244140625,1178.0999755859375,1183.5999755859375,HOLD
LICHSGFIN,592.4500122070312,592.5499877929688,579.4000244140625,580.0,HOLD
LICI,910.6500244140625,910.6500244140625,902.5499877929688,903.4500122070312,HOLD
LODHA,1188.5,1189.800048828125,1177.800048828125,1179.199951171875,HOLD
LT,4000.60009765625,4049.89990234375,4000.60009765625,4048.0,HOLD
LTF,267.45001220703125,271.95001220703125,267.45001220703125,270.8999938964844,HOLD
LTIM,5674.0,5684.5,5637.5,5653.5,HOLD
LUPIN,1956.0,1956.0,1938.300048828125,1939.9000244140625,HOLD
M&M,3540.0,3549.300048828125,3517.699951171875,3527.199951171875,HOLD
M&MFIN,317.75,322.04998779296875,317.1000061035156,318.45001220703125,HOLD
MANKIND,2448.10009765625,2448.10009765625,2427.10009765625,2430.89990234375,HOLD
MARICO,718.8499755859375,722.5499877929688,717.7000122070312,720.7000122070312,HOLD
MARUTI,16178.0,16185.0,16084.0,16168.0,HOLD
MAXHEALTH,1187.800048828125,1188.9000244140625,1176.0,1177.5999755859375,HOLD
MAZDOCK,2783.10009765625,2783.10009765625,2749.0,2768.0,HOLD
MFSL,1521.300048828125,1534.800048828125,1514.800048828125,1534.300048828125,HOLD
MOTHERSON,108.33000183105469,108.69000244140625,107.7300033569336,107.7699966430664,HOLD
MOTILALOFS,1003.5,1017.2999877929688,999.1500244140625,1015.6500244140625,HOLD
MPHASIS,2886.0,2894.800048828125,2865.5,2872.60009765625,HOLD
MRF,160450.0,160560.0,159000.0,159400.0,HOLD
MUTHOOTFIN,3185.0,3185.0,3161.199951171875,3172.89990234375,HOLD
NATIONALUM,237.63999938964844,237.89999389648438,235.10000610351562,236.2100067138672,HOLD
NAUKRI,1384.9000244140625,1384.9000244140625,1375.0,1378.199951171875,HOLD
NESTLEIND,1278.0,1280.699951171875,1274.0,1275.199951171875,HOLD
NHPC,87.0999984741211,87.0999984741211,86.16000366210938,86.31999969482422,HOLD
NMDC,76.79000091552734,77.08999633789062,76.08000183105469,76.83000183105469,HOLD
NTPC,348.5,348.5,345.95001220703125,346.3999938964844,HOLD
NTPCGREEN,105.30000305175781,106.12999725341797,103.80000305175781,103.94999694824219,HOLD
NYKAA,256.05999755859375,258.25,256.05999755859375,256.70001220703125,HOLD
OBEROIRLTY,1730.199951171875,1735.0,1723.0,1732.199951171875,HOLD
OFSS,8690.0,8690.0,8622.0,8630.5,HOLD
OIL,420.95001220703125,429.54998779296875,420.6499938964844,429.54998779296875,HOLD
ONGC,256.4200134277344,256.4200134277344,253.69000244140625,255.39999389648438,HOLD
PAGEIND,41360.0,41485.0,41080.0,41135.0,HOLD
PATANJALI,604.9000244140625,610.0,604.7999877929688,609.8499755859375,HOLD
PAYTM,1305.0,1308.9000244140625,1301.0,1303.4000244140625,HOLD
PERSISTENT,5900.0,5920.0,5885.0,5893.0,HOLD
PFC,411.0,411.0,402.95001220703125,406.45001220703125,HOLD
PHOENIXLTD,1715.0,1716.300048828125,1702.5,1702.9000244140625,HOLD
PIDILITIND,1509.9000244140625,1511.699951171875,1501.0,1506.300048828125,HOLD
PIIND,3604.89990234375,3627.0,3601.39990234375,3601.60009765625,HOLD
PNB,121.33000183105469,121.69999694824219,120.87000274658203,121.06999969482422,HOLD
POLICYBZR,1781.0,1806.9000244140625,1766.199951171875,1800.9000244140625,HOLD
POLYCAB,7729.5,7769.5,7700.0,7750.0,HOLD
POWERGRID,296.29998779296875,296.45001220703125,293.20001220703125,293.75,HOLD
POWERINDIA,17506.0,17582.0,17372.0,17534.0,HOLD
PREMIERENE,1092.300048828125,1100.4000244140625,1089.0,1099.9000244140625,HOLD
PRESTIGE,1761.5,1770.300048828125,1756.0,1757.0999755859375,HOLD
RECLTD,385.6000061035156,385.8999938964844,380.3999938964844,382.29998779296875,HOLD
RELIANCE,1499.9000244140625,1500.699951171875,1494.300048828125,1495.5,HOLD
RVNL,332.8999938964844,337.20001220703125,331.79998779296875,334.75,HOLD
SAIL,138.67999267578125,139.69000244140625,137.22999572753906,138.85000610351562,HOLD
SBICARD,913.1500244140625,913.9000244140625,907.5,910.7000122070312,HOLD
SBILIFE,1970.4000244140625,1971.9000244140625,1962.5,1965.0,HOLD
SBIN,938.0999755859375,942.2999877929688,936.5499877929688,938.1500244140625,HOLD
SHREECEM,29195.0,29195.0,28860.0,28860.0,HOLD
SHRIRAMFIN,739.4500122070312,747.5999755859375,733.3499755859375,745.7999877929688,HOLD
SIEMENS,3158.5,3158.5,3137.0,3144.10009765625,HOLD
SOLARINDS,13960.0,13995.0,13922.0,13928.0,HOLD
SONACOMS,484.54998779296875,486.5,483.54998779296875,484.3500061035156,HOLD
SRF,3028.300048828125,3028.300048828125,3008.800048828125,3009.0,HOLD
SUNPHARMA,1716.5,1716.5,1686.9000244140625,1691.5,HOLD
SUPREMEIND,3854.300048828125,3859.699951171875,3831.60009765625,3833.300048828125,HOLD
SUZLON,58.529998779296875,59.29999923706055,58.45000076293945,58.720001220703125,HOLD
SWIGGY,419.25,422.5,419.20001220703125,419.95001220703125,HOLD
TATACOMM,1908.699951171875,1939.800048828125,1903.0,1920.800048828125,HOLD
TATACONSUM,1179.800048828125,1179.800048828125,1169.5,1171.300048828125,HOLD
TATAELXSI,5555.0,5583.0,5541.0,5564.0,HOLD
TATAPOWER,410.6499938964844,412.5,410.29998779296875,412.04998779296875,HOLD
TATASTEEL,184.6699981689453,185.17999267578125,183.5500030517578,183.7100067138672,HOLD
TATATECH,701.1500244140625,707.5999755859375,701.1500244140625,704.0,HOLD
TCS,3052.699951171875,3063.800048828125,3051.10009765625,3052.10009765625,HOLD
TECHM,1457.699951171875,1457.699951171875,1447.5999755859375,1449.5,HOLD
TIINDIA,3156.699951171875,3156.699951171875,3138.199951171875,3140.89990234375,HOLD
TITAN,3747.800048828125,3748.800048828125,3728.0,3729.60009765625,HOLD
TMPV,412.70001220703125,415.3999938964844,412.04998779296875,412.75,HOLD
TORNTPHARM,3604.0,3604.0,3576.89990234375,3587.300048828125,HOLD
TORNTPOWER,1316.5,1321.199951171875,1310.9000244140625,1315.5,HOLD
TRENT,4781.10009765625,4781.10009765625,4756.7001953125,4760.60009765625,HOLD
TVSMOTOR,3510.0,3520.0,3494.60009765625,3520.0,HOLD
ULTRACEMCO,12035.0,12035.0,11992.0,12000.0,HOLD
UNIONBANK,146.38999938964844,147.10000610351562,145.8000030517578,146.25999450683594,HOLD
UNITDSPR,1386.0,1386.0,1378.0,1382.0999755859375,HOLD
UPL,720.9500122070312,721.2999877929688,717.0499877929688,717.7999877929688,HOLD
VBL,492.6000061035156,498.79998779296875,491.0,495.6499938964844,HOLD
VEDL,512.0999755859375,513.2999877929688,509.04998779296875,510.3500061035156,HOLD
VMM,147.14999389648438,147.2899932861328,146.61000061035156,147.00999450683594,HOLD
VOLTAS,1414.5999755859375,1419.0,1407.0999755859375,1407.0999755859375,HOLD
WAAREEENER,3471.800048828125,3515.0,3466.89990234375,3499.60009765625,HOLD
WIPRO,242.88999938964844,244.75,242.5,242.85000610351562,HOLD
YESBANK,22.709999084472656,22.709999084472656,22.559999465942383,22.56999969482422,HOLD
ZYDUSLIFE,1004.0,1004.0,989.0,990.7000122070312,HOLD
